1	2.03494e-06
2	1.99582e-06
3	4.94416e-06
4	-7.31251e-06
5	-2.34041e-06
6	4.37931e-06
7	-4.02145e-06
8	9.2038e-07
9	-4.57535e-06
10	4.55091e-06
11	1.33761e-05
12	8.06502e-06
13	1.86886e-05
14	8.11252e-06
15	4.42076e-06
16	-8.91439e-06
17	2.60421e-06
18	1.22287e-05
19	-3.09036e-06
20	8.97516e-06
21	-7.03055e-06
22	6.42193e-06
23	-1.66637e-06
24	8.76631e-06
25	3.95929e-06
26	-1.89082e-06
27	6.65616e-06
28	3.37581e-06
29	-1.25344e-05
30	5.16884e-07
31	-4.47873e-06
32	-7.82008e-06
33	1.82632e-06
34	-6.42147e-07
35	1.36672e-07
36	4.79398e-07
37	2.76952e-06
38	-3.09502e-06
39	-3.86033e-07
40	-4.24497e-06
41	5.14323e-07
42	5.87688e-06
43	2.98582e-06
44	-3.19886e-06
45	4.37861e-06
46	-6.63311e-06
47	-6.71623e-06
48	5.49294e-06
49	2.03075e-06
50	-4.43775e-06
51	-3.9381e-06
52	2.30526e-06
53	-1.60001e-06
54	-2.92435e-06
55	-1.65077e-06
56	1.55321e-06
57	1.09943e-06
58	-1.91317e-06
59	1.29873e-06
60	4.56115e-07
61	1.94181e-06
62	1.02376e-06
63	-1.07335e-07
64	1.44634e-06
65	-2.67103e-06
66	2.19326e-07
67	3.69502e-07
68	-1.15437e-06
69	-1.57999e-06
70	3.89386e-06
71	1.76695e-06
72	-8.93837e-07
73	2.71574e-06
74	2.74484e-06
75	1.22911e-06
76	-2.3141e-06
77	5.08851e-06
78	-1.24727e-06
79	-9.5251e-07
80	-2.18488e-06
81	-8.26083e-07
82	-2.51317e-06
83	-3.2736e-07
84	1.4822e-06
85	-8.5053e-07
86	-7.23172e-07
87	3.4119e-06
88	-1.18138e-06
89	2.56114e-07
90	-4.18164e-07
91	4.90574e-07
92	1.11759e-08
93	-5.11063e-07
94	3.86499e-08
95	-1.43098e-06
96	1.92807e-06
97	-4.1516e-06
98	2.76486e-06
99	-3.73228e-07
100	-0.0000172042
101	0.0000141783
102	-3.97726e-06
103	1.96081e-06
104	-0.0000134627
105	0.0000121814
1	2.03494e-06
