1	0.999302
2	0.999657
3	0.998624
4	1.00246
5	1.00067
6	0.998652
7	1.00093
8	0.999484
9	1.00169
10	0.998816
11	0.995963
12	0.997773
13	0.994455
14	0.998237
15	0.998639
16	1.00268
17	0.999212
18	0.996597
19	1.00084
20	0.997518
21	1.0021
22	0.998244
23	1.0001
24	0.997644
25	0.998895
26	1.00063
27	0.998454
28	0.99875
29	1.00478
30	0.999912
31	1.00089
32	1.00149
33	1.00083
34	0.99991
35	1.00103
36	0.999972
37	0.999599
38	0.99991
39	0.99969
40	1.00098
41	0.999869
42	0.998212
43	0.99914
44	1.00094
45	0.99895
46	1.00216
47	1.00192
48	0.998566
49	0.999492
50	1.00121
51	1.00086
52	0.999182
53	1.00042
54	1.00085
55	1.00058
56	0.999836
57	0.999305
58	1.00039
59	0.999693
60	0.999888
61	0.999286
62	0.999505
63	1.00029
64	0.999414
65	1.0007
66	1.00045
67	0.999899
68	1.00036
69	1.00077
70	0.998636
71	0.999293
72	1.0003
73	0.999146
74	0.999289
75	0.999566
76	1.0007
77	0.998676
78	1.00036
79	1.00034
80	1.0006
81	1.00036
82	1.00079
83	0.999967
84	0.999906
85	0.999997
86	1.00007
87	0.999255
88	1.00031
89	0.999725
90	1.00003
91	0.99994
92	0.999972
93	1.00017
94	1.0001
95	1.00038
96	0.999596
97	1.00102
98	0.999326
99	1.00027
100	1.02732
101	0.974321
102	1.01674
103	0.990187
104	1.02033
105	0.973442
106	0.993223
107	1.01019
108	0.99806
109	1.00162
110	1
111	1
