1	0.999385
2	1.00001
3	0.999294
4	1.00211
5	1.00034
6	0.99846
7	0.999887
8	0.998711
9	1.00167
10	0.999139
11	0.99651
12	0.998383
13	0.996197
14	0.999454
15	0.999435
16	1.00237
17	0.999166
18	0.99761
19	1.00056
20	0.998942
21	1.00148
22	0.999
23	1.00033
24	0.998047
25	1.00003
26	1.00069
27	0.998441
28	0.999008
29	1.00288
30	0.998879
31	1.00166
32	1.00221
33	0.998668
34	1.00068
35	0.999535
36	1.00014
37	0.999155
38	0.998806
39	0.999089
40	1.0006
41	0.999302
42	0.997956
43	0.99958
44	1.00094
45	0.999116
46	1.00149
47	1.0014
48	0.998942
49	0.999558
50	1.00106
51	1.00093
52	0.999216
53	1.00052
54	1.00066
55	1.00096
56	1.00047
57	0.99958
58	1.00014
59	0.99986
60	1.00008
61	0.999333
62	0.999431
63	1.00014
64	0.99952
65	1.00094
66	1.00007
67	0.999922
68	1.00015
69	1.00057
70	0.998719
71	0.999293
72	1.00035
73	0.99925
74	0.999442
75	0.999516
76	1.00057
77	0.998791
78	1.0005
79	1.00061
80	1.00033
81	1.00023
82	1.00054
83	1.00013
84	0.999768
85	0.999946
86	1.00031
87	0.99945
88	1.0002
89	0.999689
90	0.999935
91	0.999843
92	1.00005
93	0.999897
94	1.00017
95	1.00044
96	0.99993
97	1.00067
98	0.999452
99	1.00018
100	1.02391
101	0.979386
102	1.00647
103	0.997512
104	1.01866
105	0.989063
106	0.979277
107	1.01707
108	0.995069
109	1.00414
110	1.00031
111	0.99925
